,Entreprise,Metier,Technologies,Diplome,Experience,Ville,Techlist
191,Evidera,Data architecte,python/java/scala/mongodb,No diploma,8.0,Rennes,"['python', 'java', 'scala', 'mongodb']"
192,UNKNOWN,Data architecte,python/java/scala/mongodb,Bachelor,5.0,Marseille,"['python', 'java', 'scala', 'mongodb']"
193,Omega Therapeutics,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,1.0,Rennes,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
194,Walker Sands Communications,Data scientist,c/c++/java/python,Phd,0.0,Rennes,"['c', 'c++', 'java', 'python']"
195,Radiant Solutions,Data engineer,elasticsearch/kibana/mongodb,Master,3.5,Marseille,"['elasticsearch', 'kibana', 'mongodb']"
196,Nanigans,Data architecte,hadoop/hive/vertica/tableau,Master,5.0,Marseille,"['hadoop', 'hive', 'vertica', 'tableau']"
197,Chewy,Data scientist,r/python/hadoop/hive/sql,Master,2.0,Lille,"['r', 'python', 'hadoop', 'hive', 'sql']"
198,Ball Aerospace,Lead data scientist,matlab/c/c++/python/scikit-learn,Phd,2.5,Paris,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
199,"Lynx, Inc.",Data scientist,c++/r/python/matlab/matplotlib,Bachelor,0.5,Bordeaux,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
200,Wells Fargo,Lead data scientist,r/python/hadoop/hive/sql,Phd,3.0,Bordeaux,"['r', 'python', 'hadoop', 'hive', 'sql']"
201,Harnham,Lead data scientist,sql/r/python/big data,Master,4.0,Paris,"['sql', 'r', 'python', 'big data']"
202,Georgia Tech Research Institute,Data architecte,python/hadoop/kafka/aws,No diploma,5.0,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
203,Lovepop,Lead data scientist,c++/r/python/matlab/matplotlib,Master,2.5,Toulouse,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
204,MONSANTO,Data scientist,python/r/machine learning/excel/vba/c++,Master,1.5,Marseille,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
205,Ball Aerospace,Lead data scientist,r/python/sql/teradata/big data,Phd,6.0,Nantes,"['r', 'python', 'sql', 'teradata', 'big data']"
206,Affect Mental Health,Data architecte,hadoop/elasticsearch,No diploma,6.0,Marseille,"['hadoop', 'elasticsearch']"
207,UNKNOWN,Data engineer,elasticsearch/kibana/mongodb,Bachelor,0.0,Marseille,"['elasticsearch', 'kibana', 'mongodb']"
208,ADP,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,2.5,Lyon,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
209,Vertex,Data architecte,python/hadoop/kafka/aws,Bachelor,3.0,Toulouse,"['python', 'hadoop', 'kafka', 'aws']"
210,OM Partners,Data architecte,hadoop/elasticsearch,Master,3.5,Paris,"['hadoop', 'elasticsearch']"
211,Fanning Personnel,Data architecte,hadoop/perl/gnu/linux,Master,5.0,Toulouse,"['hadoop', 'perl', 'gnu', 'linux']"
212,DELL,Data architecte,spark/python,Phd,3.5,Paris,"['spark', 'python']"
213,Amazon.com,Lead data scientist,r/python/spark/pycharm/sas/sql,Phd,3.5,Paris,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
214,DataRobot,Data engineer,java/linux/gnu/docker,Bachelor,3.0,Paris,"['java', 'linux', 'gnu', 'docker']"
215,UNKNOWN,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Phd,1.0,Lyon,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
216,Boston University,Data architecte,hadoop/hive/vertica/tableau,Master,0.5,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
217,UNKNOWN,Data architecte,cassandra/mongodb/nosql/aws,No diploma,6.0,Montpellier,"['cassandra', 'mongodb', 'nosql', 'aws']"
218,Tendril,Lead data scientist,matlab/c/c++/python/scikit-learn,Bachelor,3.0,Bordeaux,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
219,McKinsey & Company,Data architecte,hadoop/hive/vertica/tableau,Master,1.0,Marseille,"['hadoop', 'hive', 'vertica', 'tableau']"
220,Vertex Pharmaceuticals,Data scientist,sql/r/python/big data,Master,1.5,Paris,"['sql', 'r', 'python', 'big data']"
221,Google,Data scientist,r/machine learning/excel/vba,Phd,6.0,Toulouse,"['r', 'machine learning', 'excel', 'vba']"
222,Dana-Farber Cancer Institute,Lead data scientist,python/microsoft azure/r/sql,Phd,3.0,Rouen,"['python', 'microsoft azure', 'r', 'sql']"
223,Novartis,Data scientist,matlab/c/c++/python/scikit-learn,Phd,1.0,Paris,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
224,UNKNOWN,Data scientist,sql/r/python/big data,Phd,0.5,Paris,"['sql', 'r', 'python', 'big data']"
225,UNKNOWN,Data engineer,java/linux/gnu/docker,No diploma,0.0,Nantes,"['java', 'linux', 'gnu', 'docker']"
226,Ball Aerospace,Lead data scientist,r/python/hadoop/hive/sql,Master,4.0,Lyon,"['r', 'python', 'hadoop', 'hive', 'sql']"
227,CDK Global,Lead data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,5.0,Strasbourg,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
228,ZestFinance,Data scientist,r/python/spark/pycharm/sas/sql,Phd,0.5,Marseille,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
229,Thermo Fisher Scientific,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.0,Marseille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
230,Google,Data scientist,excel/vba/r,Bachelor,1.0,Marseille,"['excel', 'vba', 'r']"
231,GNS Healthcare,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Bachelor,7.0,Paris,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
232,DELL,Data engineer,elasticsearch/kibana/mongodb,Master,1.0,Marseille,"['elasticsearch', 'kibana', 'mongodb']"
233,Ball Aerospace,Data scientist,r/python/sql/teradata/big data,Master,2.5,Marseille,"['r', 'python', 'sql', 'teradata', 'big data']"
234,Volunteers of America Los Angeles,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,1.5,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
235,UNKNOWN,Lead data scientist,sql/r/python/big data,Phd,2.5,Toulouse,"['sql', 'r', 'python', 'big data']"
236,Defined Clarity,Data scientist,python/tensorflow/r/big data,Master,3.5,Rennes,"['python', 'tensorflow', 'r', 'big data']"
237,National Ecological Observatory Network Inc,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,7.0,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
238,McKinsey & Company,Data architecte,mongodb/sql/docker,Bachelor,5.0,Strasbourg,"['mongodb', 'sql', 'docker']"
239,Pearson,Data engineer,linux/python/hadoop/perl/ruby,Bachelor,3.5,Rennes,"['linux', 'python', 'hadoop', 'perl', 'ruby']"
240,"Skadden, Arps, Slate, Meagher & Flom LLP & Affiliates",Data engineer,java/hadoop/hadoop/yarn,Master,0.0,Lille,"['java', 'hadoop', 'hadoop', 'yarn']"
241,DataRobot,Data architecte,elasticsearch/kibana/redshift,Master,0.5,Marseille,"['elasticsearch', 'kibana', 'redshift']"
242,Pacific Investment Management Company LLC,Lead data scientist,sql/r/python/big data,Master,6.0,Lyon,"['sql', 'r', 'python', 'big data']"
243,UNKNOWN,Data scientist,matlab/c/c++/python/scikit-learn,Master,0.5,Marseille,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
244,Northeastern University,Data scientist,matlab/python/c++/numpy/tensorflow/scikit-learn,Master,3.0,Lyon,"['matlab', 'python', 'c++', 'numpy', 'tensorflow', 'scikit-learn']"
245,ZestFinance,Data scientist,c/c++/java/python,Phd,3.5,Marseille,"['c', 'c++', 'java', 'python']"
246,Collective Health,Data scientist,r/python/spark/pycharm/sas/sql,Bachelor,3.0,Rennes,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
247,UNKNOWN,Data scientist,excel/vba/r,Phd,2.0,Paris,"['excel', 'vba', 'r']"
248,Boston Children's Hospital,Data engineer,hadoop/hive/sql/mariadb,No diploma,2.0,Toulouse,"['hadoop', 'hive', 'sql', 'mariadb']"
249,AHA American Hospital Association,Data architecte,docker/gnu/windows/linux/python,Bachelor,1.0,Strasbourg,"['docker', 'gnu', 'windows', 'linux', 'python']"
250,M.Gemi,Data architecte,hadoop/hive/vertica/tableau,No diploma,3.5,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
251,Goldman Sachs,Data scientist,python/r/spark/hadoop/sql,Phd,1.5,Paris,"['python', 'r', 'spark', 'hadoop', 'sql']"
252,Association of American Medical Colleges,Data architecte,mongodb/sql/docker,Master,2.0,Montpellier,"['mongodb', 'sql', 'docker']"
253,AbbVie,Data scientist,matlab/c/c++/python/scikit-learn,Phd,2.0,Marseille,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
254,State Street,Data engineer,spark/python/scala,Master,9.0,Marseille,"['spark', 'python', 'scala']"
255,Ball Aerospace,Data scientist,python/tensorflow/r/big data,Phd,2.5,Paris,"['python', 'tensorflow', 'r', 'big data']"
256,Lightmatter,Data scientist,excel/vba/r/python/pyspark,Phd,1.0,Nice,"['excel', 'vba', 'r', 'python', 'pyspark']"
257,UNKNOWN,Data engineer,c/c++/java/python/linux,Bachelor,0.0,Toulouse,"['c', 'c++', 'java', 'python', 'linux']"
258,Rue La La,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Master,3.5,Paris,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
259,UNKNOWN,Data scientist,vba/python/excel/r,Master,6.0,Lyon,"['vba', 'python', 'excel', 'r']"
260,G2S Corporation,Data engineer,linux/python/hadoop/perl/ruby,Phd,3.5,Nantes,"['linux', 'python', 'hadoop', 'perl', 'ruby']"
261,Chadwick Martin Bailey,Data architecte,hadoop/hive/vertica/tableau,Bachelor,1.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
262,Honda Research Institute USA,Data scientist,sql/r/python/big data,Phd,0.5,Toulon,"['sql', 'r', 'python', 'big data']"
263,Vertex Pharmaceuticals,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Master,7.0,Paris,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
264,Teracore,Data architecte,python/spark/hive/hadoop,Phd,4.0,Paris,"['python', 'spark', 'hive', 'hadoop']"
265,Pearson,Lead data scientist,sql/r/python/big data,Master,3.5,Lille,"['sql', 'r', 'python', 'big data']"
266,NVIDIA,Data engineer,elasticsearch/kibana/mongodb,No diploma,0.5,Toulouse,"['elasticsearch', 'kibana', 'mongodb']"
267,MassMutual,Data architecte,java/python/linux,No diploma,3.0,Marseille,"['java', 'python', 'linux']"
268,UNKNOWN,Data engineer,python/java/linux/gnu,Master,6.0,Bordeaux,"['python', 'java', 'linux', 'gnu']"
269,UNKNOWN,Data scientist,r/machine learning/excel/vba,Phd,2.0,Paris,"['r', 'machine learning', 'excel', 'vba']"
270,Ball Aerospace,Data engineer,java/linux/gnu/docker,Master,4.0,Lille,"['java', 'linux', 'gnu', 'docker']"
271,UNKNOWN,Data scientist,c++/r/python/matlab/matplotlib,Phd,7.0,Bordeaux,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
272,American Council of Life Insurers,Data engineer,python/spark/gnu/linux,Phd,5.0,Lyon,"['python', 'spark', 'gnu', 'linux']"
273,Ball Aerospace,Data architecte,python/hadoop/kafka/aws,Bachelor,1.5,Paris,"['python', 'hadoop', 'kafka', 'aws']"
274,Allstate,Data engineer,java/hadoop/hadoop/yarn,Phd,6.0,Lille,"['java', 'hadoop', 'hadoop', 'yarn']"
275,Massachusetts General Hospital(MGH),Data engineer,python/spark/gnu/linux,No diploma,6.0,Lyon,"['python', 'spark', 'gnu', 'linux']"
276,Vertex,Data architecte,java/python/linux,Bachelor,4.0,Rennes,"['java', 'python', 'linux']"
277,UNKNOWN,Data scientist,c++/r/python/matlab/matplotlib,Bachelor,2.0,Marseille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
278,Accenture,Lead data scientist,excel/vba/r,Master,8.0,Rouen,"['excel', 'vba', 'r']"
279,Heed Foods,Data scientist,python/tensorflow/r/big data,Master,2.0,Paris,"['python', 'tensorflow', 'r', 'big data']"
280,Hyatt,Data scientist,excel/python/matlab/r/machine learning/anglais,Phd,0.0,Marseille,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
281,The Home Depot,Lead data scientist,sql/r/python/big data,Bachelor,7.0,Lyon,"['sql', 'r', 'python', 'big data']"
282,Northwestern University,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Master,4.0,Marseille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
283,E*TRADE FINANCIAL,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,1.0,Paris,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
284,AIR Worldwide,Lead data scientist,r/python/hadoop/hive/sql,No diploma,3.0,Rennes,"['r', 'python', 'hadoop', 'hive', 'sql']"
285,Unum Therapeutics,Data scientist,r/machine learning/excel/vba,Phd,2.5,Lyon,"['r', 'machine learning', 'excel', 'vba']"
286,Applied Memetics LLC,Data engineer,java/hadoop/hadoop/yarn,Master,2.0,Paris,"['java', 'hadoop', 'hadoop', 'yarn']"
287,NOKIA,Data scientist,sql/r/python/big data,Master,2.0,Paris,"['sql', 'r', 'python', 'big data']"
288,Midaxo,Data scientist,sql/r/python/big data,Bachelor,0.0,Paris,"['sql', 'r', 'python', 'big data']"
289,Boston Children's Hospital,Lead data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,2.0,Lille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
290,UNKNOWN,Data scientist,matlab/c/c++/python/scikit-learn,Bachelor,17.0,Toulouse,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
291,Amazon.com,Data engineer,elasticsearch/kibana/mongodb,No diploma,3.5,Toulouse,"['elasticsearch', 'kibana', 'mongodb']"
292,TRANZACT,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Phd,4.0,Marseille,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
293,Constellation Pharmaceuticals,Data scientist,c++/r/python/matlab/matplotlib,Phd,1.5,Rennes,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
294,Guttmacher Institute,Data scientist,r/machine learning/excel/vba,Phd,2.5,Marseille,"['r', 'machine learning', 'excel', 'vba']"
295,Burns & McDonnell,Data scientist,r/machine learning/excel/vba,Phd,0.0,Paris,"['r', 'machine learning', 'excel', 'vba']"
296,Emory University,Data architecte,mongodb/sql/docker,Bachelor,5.0,Paris,"['mongodb', 'sql', 'docker']"
297,IHS Markit,Lead data scientist,r/python/spark/pycharm/sas/sql,Master,3.5,Lyon,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
298,Ball Aerospace,Data engineer,python/java/linux/gnu,Master,2.5,Nantes,"['python', 'java', 'linux', 'gnu']"
299,Ball Aerospace,Data architecte,hadoop/hive/vertica/tableau,No diploma,7.0,Marseille,"['hadoop', 'hive', 'vertica', 'tableau']"
300,Pfizer Inc.,Data scientist,matlab/c/c++/python/scikit-learn,Phd,2.5,Rennes,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
301,Atlassian,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,No diploma,2.5,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
302,Tempus,Data architecte,java/linux/docker,Bachelor,4.0,Rennes,"['java', 'linux', 'docker']"
303,JP Morgan Chase,Data architecte,c/c++/java/python,Master,0.0,Marseille,"['c', 'c++', 'java', 'python']"
304,Harvard University,Data engineer,spark/python/scala,No diploma,3.5,Paris,"['spark', 'python', 'scala']"
305,UNKNOWN,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,1.5,Marseille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
306,Recorded Future,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,No diploma,4.0,Lyon,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
307,Vertex,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,3.5,Rouen,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
308,Eagle Medical Services,Data engineer,python/java/linux/gnu,No diploma,1.0,Strasbourg,"['python', 'java', 'linux', 'gnu']"
309,Operation HOPE,Data scientist,r/machine learning/excel/vba,Master,1.5,Rouen,"['r', 'machine learning', 'excel', 'vba']"
310,UNKNOWN,Data scientist,python/microsoft azure/r/sql,Master,3.5,Marseille,"['python', 'microsoft azure', 'r', 'sql']"
311,Burson-Marsteller,Data architecte,python/aws/docker,Phd,7.0,Lyon,"['python', 'aws', 'docker']"
312,IBM,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Phd,2.5,Toulouse,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
313,NYU Langone Health,Data scientist,c++/r/python/matlab/matplotlib,Master,3.0,Nice,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
314,UNKNOWN,Data engineer,c/c++/java/python/linux,No diploma,6.0,Lyon,"['c', 'c++', 'java', 'python', 'linux']"
315,University of Texas at Austin,Lead data scientist,sql/r/python/big data,Master,3.0,Paris,"['sql', 'r', 'python', 'big data']"
316,bluebird bio,Data scientist,spss/sql/teradata/r/python/tensorflow/scikit-learn,Master,1.0,Lyon,"['spss', 'sql', 'teradata', 'r', 'python', 'tensorflow', 'scikit-learn']"
317,UNKNOWN,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,0.0,Marseille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
318,NYU Langone Health,Data scientist,excel/vba/r/python/pyspark,Master,1.5,Marseille,"['excel', 'vba', 'r', 'python', 'pyspark']"
319,Ball Aerospace,Lead data scientist,python/pyspark/machine learning/microsoft azure,Bachelor,4.0,Lyon,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
320,Catapult Sports,Data scientist,vba/python/excel/r,Bachelor,1.5,Marseille,"['vba', 'python', 'excel', 'r']"
321,Wayfair,Data scientist,c/c++/java/python,Master,1.0,Lyon,"['c', 'c++', 'java', 'python']"
322,General Dynamics Information Technology,Data engineer,python/java/linux/gnu,Bachelor,3.5,Paris,"['python', 'java', 'linux', 'gnu']"
323,Google,Data engineer,spark/python/scala,No diploma,1.0,Paris,"['spark', 'python', 'scala']"
324,University of Texas at Austin,Data engineer,python/java/linux/gnu,Bachelor,5.0,Bordeaux,"['python', 'java', 'linux', 'gnu']"
325,UNKNOWN,Data scientist,excel/vba/r,No diploma,4.0,Marseille,"['excel', 'vba', 'r']"
326,Ball Aerospace,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,No diploma,3.0,Rennes,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
327,ZestFinance,Data engineer,c/c++/java/python/linux,Master,2.0,Paris,"['c', 'c++', 'java', 'python', 'linux']"
328,Ball Aerospace,Data scientist,java/c/c++/r/python,Phd,3.5,Grenoble,"['java', 'c', 'c++', 'r', 'python']"
329,Smarkets,Data engineer,aws/python/c/c++/docker,Master,3.0,Nice,"['aws', 'python', 'c', 'c++', 'docker']"
330,Leidos,Data architecte,hadoop/perl/gnu/linux,Phd,2.5,Toulouse,"['hadoop', 'perl', 'gnu', 'linux']"
331,exp,Data scientist,c++/r/python/matlab/matplotlib,Master,2.5,Marseille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
332,General Electric,Lead data scientist,r/python/sql/nosql/mongodb,Phd,0.0,Lyon,"['r', 'python', 'sql', 'nosql', 'mongodb']"
333,National Instruments,Data scientist,python/tensorflow/r/big data,Master,6.0,Lille,"['python', 'tensorflow', 'r', 'big data']"
334,Eli Lilly,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,8.0,Rouen,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
335,J.E. Ranta Associates,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Master,1.0,Paris,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
336,NVIDIA,Lead data scientist,python/r/machine learning/excel/vba/c++,Bachelor,3.0,Paris,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
337,UNKNOWN,Data engineer,hadoop/hive/sql/mariadb,Master,0.0,Rouen,"['hadoop', 'hive', 'sql', 'mariadb']"
338,Valassis Digital,Data engineer,python/java/linux/gnu,Master,2.0,Paris,"['python', 'java', 'linux', 'gnu']"
339,Cabot Corporation,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Bachelor,2.5,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
340,UNKNOWN,Data architecte,c/c++/java/python,Master,0.0,Nantes,"['c', 'c++', 'java', 'python']"
341,Newton Colmore Consulting Ltd,Data engineer,java/linux/gnu/docker,Phd,4.0,Paris,"['java', 'linux', 'gnu', 'docker']"
342,Columbia University,Data scientist,r/python/sql/nosql/mongodb,Master,2.0,Paris,"['r', 'python', 'sql', 'nosql', 'mongodb']"
343,UNKNOWN,Data scientist,c++/r/python/matlab/matplotlib,Master,1.0,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
344,CGI,Data scientist,python/microsoft azure/r/sql,Master,3.0,Paris,"['python', 'microsoft azure', 'r', 'sql']"
345,Google,Data engineer,java/hadoop/hadoop/yarn,No diploma,0.0,Paris,"['java', 'hadoop', 'hadoop', 'yarn']"
346,UNKNOWN,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,No diploma,4.0,Paris,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
